Date,Open,High,Low,Close,Adjusted_close,Volume
2021-06-30,46,46.5,41.11,42.5,42.5,20587279
2021-07-01,44.28,44.75,39.94,40.04,40.04,6293429
2021-07-02,42.11,45.2,41.33,44.59,44.59,4637064
2021-07-06,45.81,50.59,45.53,49.5,49.5,7135819
2021-07-07,52.98,54.05,49.8,51.49,51.49,7092822
2021-07-08,50,50.98,45.25,50,50,3722163
2021-07-09,51.38,51.8,48.25,49.24,49.24,1495713
2021-07-12,50.5,51.17,48.41,50.58,50.58,1445027
2021-07-13,50.63,51.04,47.33,49.01,49.01,1467982
2021-07-14,49.01,50.14,44.99,46,46,2561610
2021-07-15,47.06,47.24,42.8,43.4,43.4,1686044
2021-07-16,43.5,47.35,43.2101,44.15,44.15,1608485
2021-07-19,43.91,47.82,43.0201,47,47,1757437
2021-07-20,47.24,47.75,45.2627,47.45,47.45,988434
2021-07-21,47.45,49.31,46.55,47.1,47.1,931977
2021-07-22,46.35,48.7,45.821,47.77,47.77,1011937
2021-07-23,48.09,49.2,46.06,46.56,46.56,753020
2021-07-26,48.49,50.38,47.72,49.5,49.5,1793282
2021-07-27,49.75,50.03,46.6701,47.6,47.6,1003737
2021-07-28,48,50.87,48,49.81,49.81,1288345
2021-07-29,50.4,51.74,49.6744,50.56,50.56,1066932
2021-07-30,50,55.29,48.59,49.31,49.31,2361125
2021-08-02,50.7,53.03,50.1709,51.97,51.97,1174844
2021-08-03,52.12,53.5,51.37,51.87,51.87,1271536
2021-08-04,51.5,51.96,49.63,50.06,50.06,1232317
2021-08-05,50,52.7,49.75,52.5,52.5,1421025
2021-08-06,52.53,53.09,50.3538,50.89,50.89,922114
2021-08-09,51.08,51.96,49.7,50.61,50.61,730624
2021-08-10,50.59,51.25,49.01,49.31,49.31,1040822
2021-08-11,49.01,49.125,46.57,46.64,46.64,1371695
2021-08-12,47.1,50.33,46.65,49.68,49.68,930071
2021-08-13,49.68,50.95,48.8848,50.36,50.36,580469
2021-08-16,49.49,50.28,47.54,49.35,49.35,887367
2021-08-17,48.5,48.5,46.2501,47.02,47.02,1319011
2021-08-18,47.24,49.78,47.24,48.7,48.7,608757
2021-08-19,47.99,51.5,47.78,50.36,50.36,925397
2021-08-20,50.01,51.36,49.13,51.29,51.29,707137
2021-08-23,51.2,56,51.2,53.13,53.13,2008833
2021-08-24,54.97,59.12,54.5,56.7,56.7,2206050
2021-08-25,57.7,60.11,55.8601,59.39,59.39,1341002
2021-08-26,59.64,64.03,59.46,61.01,61.01,2035007
2021-08-27,62.5,66,62.35,64.9,64.9,1705914
2021-08-30,65.03,66.66,64.18,65.19,65.19,1432935
2021-08-31,64.73,65.56,63.83,63.93,63.93,1420288
2021-09-01,63.43,68.7,63.31,67.26,67.26,1806220
2021-09-02,68.61,68.77,64.3358,64.78,64.78,1421802
2021-09-03,64.68,69.4217,64.64,69.04,69.04,1373951
2021-09-07,69.48,73.47,69.48,71.01,71.01,2962510
2021-09-08,70.18,70.65,65.51,68.24,68.24,4258472
2021-09-09,69.11,72.95,62.04,66.04,66.04,5642518
2021-09-10,67,68,62.01,63.75,63.75,3897825
2021-09-13,64.18,64.44,58.52,61,61,3800117
2021-09-14,61.5,62.8872,61.09,62.1,62.1,1969981
2021-09-15,61.5,67.55,61.35,67.51,67.51,2537630
2021-09-16,67.06,72.76,66.76,72.75,72.75,3405604
2021-09-17,71.7,72.4,66.8102,69.25,69.25,7320164
2021-09-20,64,66.66,62,63.88,63.88,3454617
2021-09-21,64.81,65.19,61.8,64.16,64.16,3106908
2021-09-22,64.62,65.52,62.5,64.36,64.36,1983546
2021-09-23,64.53,65,60.1,60.87,60.87,3074979
2021-09-24,60.01,62.3398,60,61.06,61.06,1886255
2021-09-27,60.05,60.535,56.41,57.1,57.1,3273923
2021-09-28,55.38,56.96,53.85,55.65,55.65,11096630
2021-09-29,55.8,58.77,54.38,54.38,54.38,5155924
2021-09-30,55.16,56.28,52.96,53.57,53.57,3184528
2021-10-01,54.03,55.9,52.09,55.24,55.24,2991507
2021-10-04,55.32,55.495,50.58,51.37,51.37,2839867
2021-10-05,51.5,53.88,50.99,51.35,51.35,1721518
2021-10-06,50.5,53.94,50.4911,53.49,53.49,2454308
2021-10-07,54.51,59,54.3,56.76,56.76,2475829
2021-10-08,57.32,57.94,54.65,54.65,54.65,1310109
2021-10-11,54.03,54.94,52.15,52.39,52.39,1199646
2021-10-12,53.56,56.49,52.82,54.94,54.94,1784164
2021-10-13,55.28,59.75,55.28,59.06,59.06,1876903
2021-10-14,61.06,62.94,59.38,60,60,1810599
2021-10-15,61.05,61.12,58.2,59.58,59.58,936883
2021-10-18,59.61,63.66,59.58,62.64,62.64,1328897
2021-10-19,63.61,64.98,61.26,62.49,62.49,1472276
2021-10-20,63,63.8,61.23,62.56,62.56,839419
2021-10-21,62.78,67.96,62.5,65.76,65.76,1484006
2021-10-22,66.13,66.27,63.01,63.79,63.79,982054
2021-10-25,64.07,66.5,63.19,65.26,65.26,942546
2021-10-26,66.36,67.78,63.82,66,66,1263985
2021-10-27,66.11,68.5,63.51,63.79,63.79,1096230
2021-10-28,63.7,64.7975,61.81,64.01,64.01,1077492
2021-10-29,64,67.25,63.9001,66.4,66.4,1010574
2021-11-01,66.68,67.2,63.6901,66.97,66.97,1168966
2021-11-02,67,70.67,62.76,64.23,64.23,1627404
2021-11-03,64.14,66.3,63.25,65.83,65.83,782347
2021-11-04,65.79,69.88,65.31,69.27,69.27,1671643
2021-11-05,69.5,69.5,63.88,66.91,66.91,2038531
2021-11-08,66.78,70.2989,66.47,69.89,69.89,1662596
2021-11-09,70.52,75.49,68.61,74.87,74.87,3345730
2021-11-10,72.58,74.39,68.5,70.72,70.72,2741846
2021-11-11,72.17,74.09,71.51,73.15,73.15,1069058
2021-11-12,74.37,78.53,74.3466,76.3,76.3,1927554
2021-11-15,76.87,78.28,71.15,71.55,71.55,1775303
2021-11-16,72,75.52,71.78,74.69,74.69,1301784
2021-11-17,75,75.125,71.36,73.71,73.71,885116
2021-11-18,74.54,74.88,70.13,72.13,72.13,1062593
2021-11-19,72.87,75.5,70.07,70.3,70.3,1299855
2021-11-22,70.63,70.7999,62.1501,64.03,64.03,2784449
2021-11-23,63.01,65.59,58.01,58.26,58.26,3865647
2021-11-24,57.56,59.72,55.65,58.44,58.44,3608086
2021-11-26,57.79,59.99,56.59,57.63,57.63,1309419
2021-11-29,59,59.44,55.6466,58.07,58.07,2324843
2021-11-30,58,59.54,52.5,53.97,53.97,3574840
2021-12-01,55.42,55.9732,48.4,48.57,48.57,3035807
2021-12-02,49.01,52.0473,46.78,50.04,50.04,5120851
2021-12-03,50.16,50.5,44.1019,46.23,46.23,3756693
2021-12-06,46.22,46.87,43,45.01,45.01,3111234
2021-12-07,47.43,52.4,47.38,51.04,51.04,7505040
2021-12-08,45.1,49.37,43.04,48.6,48.6,12237320
2021-12-09,46.73,48.88,46.26,48.11,48.11,13924360
2021-12-10,47.9,50.45,47.51,50.3,50.3,8192163
2021-12-13,49.5,50.34,46.72,47.16,47.16,8528647
2021-12-14,45,47.11,44.71,46.47,46.47,5718299
2021-12-15,46.82,50.55,45.89,50.09,50.09,5823360
2021-12-16,50.08,51.5,46.55,47.37,47.37,5246558
2021-12-17,45.62,48.47,43.32,47.97,47.97,6576774
2021-12-20,46.58,49.61,45.65,49.15,49.15,3433432
2021-12-21,49.5,51.08,47.67,50.3,50.3,3430310
2021-12-22,50.11,52.81,49.71,51.69,51.69,3632768
2021-12-23,51.97,52.52,48.94,51.6,51.6,2543953
2021-12-27,52,53.97,51.61,53.2,53.2,1991360
2021-12-28,53.3,53.55,51.14,52.22,52.22,1494188
2021-12-29,51.99,52.17,49.13,50.63,50.63,2061278
2021-12-30,50.54,53.29,49.88,52.31,52.31,1753648
2021-12-31,52.05,53.15,50.25,50.49,50.49,2399881
2022-01-03,52,52.29,46.67,47.62,47.62,6304533
2022-01-04,47.22,47.75,44.51,46.56,46.56,3665392
2022-01-05,46.03,46.9999,43.35,43.61,43.61,3919660
2022-01-06,42.86,44.9994,41.42,43.34,43.34,5350815
2022-01-07,43.46,45.44,42.636,44.33,44.33,3526189
2022-01-10,42.76,46.1,40.74,45.87,45.87,5173729
2022-01-11,44.54,49.03,44,48.88,48.88,3459767
2022-01-12,49.15,50.1057,46.85,46.99,46.99,3777365
2022-01-13,47.12,47.4,41.84,42.21,42.21,4409108
2022-01-14,41.97,43.208,41.25,42.68,42.68,3177503
2022-01-18,41.65,43.48,40.84,41.2,41.2,3008604
2022-01-19,41.05,43,40.65,41.38,41.38,2282209
2022-01-20,42.56,44.8,41.72,41.84,41.84,4032892
2022-01-21,41.23,42.48,39.79,40.11,40.11,6309620
2022-01-24,38.48,41.605,35.9,41.49,41.49,5317182
2022-01-25,39.51,41.3,37.5,39.26,39.26,3828539
2022-01-26,40.93,44.8,39.6,39.93,39.93,4692206
2022-01-27,41.38,41.6871,38.33,38.44,38.44,2324001
2022-01-28,38.83,40.67,36.6,40.54,40.54,2582353
2022-01-31,41.88,44.95,41.5,44.75,44.75,2669044
2022-02-01,44.96,46.94,43.27,46.89,46.89,2418709
2022-02-02,45.41,46.27,43.22,43.89,43.89,2763066
2022-02-03,41.81,43.21,40.9,40.9,40.9,2384620
2022-02-04,41.43,43.62,40.9,42.85,42.85,2050592
2022-02-07,43,46.19,42.95,43.67,43.67,2263861
2022-02-08,42.37,44.03,41.75,43.34,43.34,4225756
2022-02-09,43.7,46.985,43.66,46.56,46.56,3963733
2022-02-10,43.79,48.46,42.81,46.43,46.43,4671894
2022-02-11,46.37,47.17,44.4198,45.08,45.08,2786033
2022-02-14,44.07,46,43.04,44.2,44.2,2666309
2022-02-15,44.5,46.02,43.35,45.99,45.99,3353222
2022-02-16,46.05,46.14,44.05,44.88,44.88,2540696
2022-02-17,44.1,44.63,41.01,41.26,41.26,2891178
2022-02-18,41.5,42.24,38.58,38.99,38.99,7466504
2022-02-22,38.53,40.22,37.335,37.51,37.51,2618600
2022-02-23,35.82,38.15,34.03,34.09,34.09,6661483
2022-02-24,32.09,39.42,31.83,39.13,39.13,7522796
2022-02-25,38.1,40.17,37.55,38.82,38.82,4027478
2022-02-28,39.57,42.22,38.77,41.5,41.5,4542463
2022-03-01,42.42,44.74,41.87,42.02,42.02,4256743
2022-03-02,42.19,43.02,40.1289,42.77,42.77,3438880
2022-03-03,42.09,42.3,39.42,41.05,41.05,3746988
2022-03-04,39,39.8,36.27,36.74,36.74,5651540
2022-03-07,37.5,38.58,33.68,33.92,33.92,4542349
2022-03-08,34,34.52,32.1,32.29,32.29,5336585
2022-03-09,32.73,35.0299,32.17,34.64,34.64,6544571
2022-03-10,34.75,36.15,33.89,35.24,35.24,5604457
2022-03-11,34.42,35.28,32.61,32.91,32.91,4710657
2022-03-14,32.95,33.73,29.3,29.55,29.55,9201471
2022-03-15,30.51,31.75,29.67,30.89,30.89,9694950
2022-03-16,30.77,36.83,30.77,35.05,35.05,14845620
2022-03-17,33.58,38,33.58,37.67,37.67,8896939
2022-03-18,37.09,40.67,36.92,40.57,40.57,27709119
2022-03-21,39.12,40.3,37.8272,38.48,38.48,6007686
2022-03-22,39.56,42.1,38.6,41.27,41.27,5099429
2022-03-23,40.2,42.295,39.16,41.7,41.7,3761653
2022-03-24,41.44,42.8,40.33,42.38,42.38,2425554
2022-03-25,42.84,42.84,39.04,40.48,40.48,3179544
2022-03-28,40.54,41.53,39.5586,40.46,40.46,2118068
2022-03-29,40.16,41.15,38.26,40.78,40.78,4468259
2022-03-30,40.41,41,38.55,38.87,38.87,2945725
2022-03-31,38.93,40.53,37.94,38.74,38.74,2020953
2022-04-01,38.81,39.41,38.1,38.88,38.88,2396553
2022-04-04,39.38,41.68,39.06,41.54,41.54,4646696
2022-04-05,41.54,41.55,37.65,38.22,38.22,4318323
2022-04-06,37.41,37.43,34.56,35.45,35.45,4714408
2022-04-07,35.75,36.954,34.74,35.28,35.28,3409505
2022-04-08,35.07,35.15,33.92,34.02,34.02,3545955
2022-04-11,33.27,34.91,32.79,34.05,34.05,5572008
2022-04-12,34.84,35.98,33.98,34.04,34.04,3573467
2022-04-13,34.04,38.57,33.7,38.35,38.35,4263946
2022-04-14,37.6,37.95,36.74,37.12,37.12,2810506
2022-04-18,37,37.79,35.78,36.49,36.49,2951446
2022-04-19,36.4,38.31,35.73,37.93,37.93,1903814
2022-04-20,38.19,38.29,35.61,36.23,36.23,2824916
2022-04-21,36.5,37.36,33.185,33.53,33.53,3516975
2022-04-22,33.8,34.5,32.56,32.68,32.68,2448161
2022-04-25,32.07,35.64,31.961,35.38,35.38,4191767
2022-04-26,34.83,35.34,33.73,34.11,34.11,2925164
2022-04-27,34.13,35.325,32.68,33.3,33.3,3210609
2022-04-28,33.34,35.46,32.55,34.93,34.93,1851958
2022-04-29,34.97,36.5,33.12,33.27,33.27,1535556
2022-05-02,32.99,33.97,32.3349,33.79,33.79,1592155
2022-05-03,33.27,34.75,31.95,32.47,32.47,1956052
2022-05-04,32.57,32.98,29.56,32.8,32.8,3924219
2022-05-05,31.88,32.32,28.955,29.29,29.29,2665989
2022-05-06,28.61,28.61,25.46,26.11,26.11,5066656
2022-05-09,25.21,25.5,21.5901,21.94,21.94,5917306
2022-05-10,22.83,24,20.63,21.71,21.71,5161502
2022-05-11,21.39,22.34,19.57,19.64,19.64,4201856
2022-05-12,18.87,23.48,18.64,21.51,21.51,5864765
2022-05-13,22.22,26.6937,22.22,24.05,24.05,9404595
2022-05-16,23.08,24.25,22.09,22.42,22.42,3254191
2022-05-17,23.09,23.96,21.25,22.96,22.96,2436427
2022-05-18,22.5,22.84,21.06,21.59,21.59,2455511
2022-05-19,21.64,24.19,21.63,23.49,23.49,3098493
2022-05-20,24.49,25.43,23.2,24.77,24.77,3981926
2022-05-23,24.08,24.91,23.3,24.04,24.04,2263898
2022-05-24,23.48,23.56,21.75,22.09,22.09,2305050
2022-05-25,22.16,23.79,22.16,23.62,23.62,2784504
2022-05-26,23.09,25.45,23.01,24.75,24.75,2680708
2022-05-27,25,27.18,25,26.97,26.97,3079676
2022-05-31,26.99,27.26,23.73,23.79,23.79,4954623
2022-06-01,24.1,25.26,23.4,24.64,24.64,5263013
2022-06-02,23.15,26.3,23.1,25.18,25.18,7167563
2022-06-03,24.85,24.85,23.495,23.91,23.91,4899693
2022-06-06,24.21,24.74,22.72,23.07,23.07,4406068
2022-06-07,22.8,24.7,22.69,24.25,24.25,3323857
2022-06-08,24.67,26.22,24.6,25.69,25.69,4042526
2022-06-09,25.16,26.12,24.23,24.41,24.41,3159334
2022-06-10,23.61,23.96,22.03,22.53,22.53,3698181
2022-06-13,21.39,21.8,20.03,21.14,21.14,6031056
2022-06-14,21.51,22.7,20.925,21.8,21.8,3858660
2022-06-15,22.06,23.02,21.33,22.1,22.1,6240435
2022-06-16,21.12,22.1499,20.84,21.74,21.74,6713304
2022-06-17,21.85,23.44,21.66,23.27,23.27,13620100
2022-06-21,23.66,25.17,23.15,23.66,23.66,4873907
2022-06-22,22.92,24.26,22.8848,23.33,23.33,3986193
2022-06-23,23.61,25.77,23.3,25.6,25.6,4455115
2022-06-24,25.6,26.65,25.22,26.49,26.49,13502160
2022-06-27,26.49,26.67,24.86,25.38,25.38,3657079
2022-06-28,25.25,25.8408,24.33,24.72,24.72,3483116
2022-06-29,24.59,25.04,24.1684,24.65,24.65,2170773
2022-06-30,24.39,24.39,23.03,23.33,23.33,3273744
2022-07-01,23.5,24.34,22.89,23.48,23.48,2377506
2022-07-05,23.13,25.25,22.6,25.19,25.19,3367326
2022-07-06,25.49,26.02,24.53,25.1,25.1,2439194
2022-07-07,25.01,26.245,24.94,26.19,26.19,2916193
2022-07-08,25.7,27.719,25.31,26.81,26.81,3022141
2022-07-11,27.41,28,25.54,26.28,26.28,3820358
2022-07-12,26.34,27.42,23.65,23.81,23.81,4236432
2022-07-13,23.01,24.26,22.5,23.8,23.8,3654157
2022-07-14,23.51,23.88,22.44,22.49,22.49,3335199
2022-07-15,22.97,23.86,22.69,23.84,23.84,6863592
2022-07-18,24.48,25.415,24.33,24.52,24.52,3609069
2022-07-19,24.83,25.23,24.18,25.02,25.02,2392046
2022-07-20,25.08,26.54,24.95,26.25,26.25,2232863
2022-07-21,26,26.57,25.3846,26.48,26.48,1557105
2022-07-22,26.5,27.25,24.86,25.56,25.56,1666816
2022-07-25,25.37,25.37,24.28,24.63,24.63,1600045
2022-07-26,24.56,24.61,22.69,23.01,23.01,1921048
2022-07-27,23.74,24.68,23.47,24.53,24.53,1617370
2022-07-28,24.5,25.26,23.89,25.09,25.09,2055182
2022-07-29,25.09,25.4,24.33,24.85,24.85,1672003
2022-08-01,24.37,25.53,23.84,24.81,24.81,1704521
2022-08-02,24.47,25.71,24.45,25.2,25.2,2610632
2022-08-03,25.75,27.23,25.6,27.1,27.1,2667829
2022-08-04,26.84,27.04,25.65,26.26,26.26,2315090
2022-08-05,25.61,26.73,25.33,26.36,26.36,2112705
2022-08-08,26.45,28.48,26.4,27.26,27.26,3306874
2022-08-09,26.8,26.9799,25.055,25.11,25.11,1958499
2022-08-10,26.62,28.17,26.62,28.11,28.11,3083495
2022-08-11,28.99,29.12,27.19,27.26,27.26,2516740
2022-08-12,27.52,28.07,26.9,28.04,28.04,1636668
2022-08-15,27.5,28.93,27.32,28.9,28.9,1963130
2022-08-16,29.2,29.8463,27.8,28.62,28.62,3053278
2022-08-17,28.15,28.19,27.01,27.74,27.74,2191184
2022-08-18,27.57,28.26,27.11,27.83,27.83,1243485
2022-08-19,27.49,27.59,26.08,26.38,26.38,1951615
2022-08-22,25.92,26.26,25.3793,26.21,26.21,2061236
2022-08-23,27,28.66,26.934,27.78,27.78,2627017
2022-08-24,27.7,29.095,27.5,28.4,28.4,2286092
2022-08-25,28.9,29.47,28.08,28.81,28.81,2656595
2022-08-26,28.76,28.83,27.5,27.76,27.76,1683666
2022-08-29,27.36,28.22,27.3,27.92,27.92,2418682
2022-08-30,28.25,28.76,27.3,27.87,27.87,2376352
2022-08-31,28.3,30,27.16,27.31,27.31,5900811
2022-09-01,27.79,27.89,23.6,25.7,25.7,8439988
2022-09-02,26.39,26.59,24.9,25.29,25.29,3970228
2022-09-06,25.4,25.68,24.51,25,25,2155976
2022-09-07,24.93,25.98,24.61,25.7,25.7,1973374
2022-09-08,25.32,26.99,25.31,26.63,26.63,2318353
2022-09-09,27.12,28.63,27.12,28.05,28.05,3107049
2022-09-12,28.39,29.44,28.33,29.33,29.33,2729013
2022-09-13,26.86,28,26.85,27.74,27.74,3164767
2022-09-14,27.69,28.2,27.1574,28.01,28.01,2391824
2022-09-15,27.69,28.63,27.46,27.86,27.86,1964771
2022-09-16,27.06,27.11,26.11,26.47,26.47,6118195
2022-09-19,26.33,27.585,26.05,27.48,27.48,1699596
2022-09-20,27.22,27.7,26.665,26.95,26.95,1524464
2022-09-21,27.12,27.945,26.6,26.74,26.74,2010661
2022-09-22,26.55,26.99,24.86,24.89,24.89,2548291
2022-09-23,24.39,24.95,24.0802,24.79,24.79,1680302
2022-09-26,24.7,25.87,24.7,25.27,25.27,1900575
2022-09-27,26,26.75,25.32,25.76,25.76,2178187
2022-09-28,25.74,26.66,25.6,26.53,26.53,1724888
2022-09-29,25.88,26.1216,24.8995,26.01,26.01,1885820
2022-09-30,25.9,26.62,25.27,25.56,25.56,2573865
2022-10-03,25.7,26.35,25.06,26.03,26.03,2586458
2022-10-04,26.83,28.14,26.78,27.63,27.63,2975566
2022-10-05,26.92,27.86,26.63,27.69,27.69,1698370
2022-10-06,27.55,28.59,27.52,27.68,27.68,1776106
2022-10-07,26.99,27.27,26.11,26.54,26.54,2024548
2022-10-10,26.49,26.7,23.67,24.09,24.09,3577884
2022-10-11,24.03,24.155,21.82,23.1,23.1,5859671
2022-10-12,23.1,23.21,21.81,22.45,22.45,3730665
2022-10-13,21.35,22.1292,20.41,21.78,21.78,4646203
2022-10-14,22.2,22.44,20.29,20.72,20.72,3273367
2022-10-17,21.3,22.68,21.3,22.53,22.53,3920272
2022-10-18,23.51,23.77,22.59,22.93,22.93,2537037
2022-10-19,22.47,22.68,21.485,21.65,21.65,2220139
2022-10-20,21.8,23.14,21.8,22.68,22.68,2738576
2022-10-21,22.5,23.18,21.98,22.64,22.64,4148824
2022-10-24,22.5,22.72,21.82,22.36,22.36,1979749
2022-10-25,22.64,23.865,22.64,23.71,23.71,2293603
2022-10-26,22.99,24.72,22.43,23.58,23.58,2457824
2022-10-27,23.83,24.36,22.9414,23.29,23.29,1846208
2022-10-28,23.05,23.7,22.67,23.42,23.42,2001532
2022-10-31,23.13,23.59,22.73,22.84,22.84,2291935
2022-11-01,23.19,24.2,22.2,22.2,22.2,1967926
2022-11-02,22.15,22.2258,20.6,20.85,20.85,3504002
2022-11-03,20.59,21.12,19.88,19.98,19.98,4839486
2022-11-04,20.27,20.28,17.19,17.64,17.64,5978058
2022-11-07,17.78,17.94,16.01,16.64,16.64,6291329
